date,op_type,op_id,coach,block,start_mile,end_mile,start_per,end_per,start_range,end_range,start_mpge,end_mpge,mpp
2019-04-08,,,coach_7505,block_7774,0,126.8,100,34,203,62,23.4,23.4,
2019-04-09,,,coach_7505,block_7774,0,127,100,35,206,62,23.4,23.4,
2019-04-09,,,coach_7504,block_7773,0,84,100,58,207,112,23.8,23.6,
2019-04-10,,,coach_7505,block_7774,0,128,100,37,206,66,23.4,23,2.03
2019-04-10,,,coach_7504,block_7772,0,81,100,58,208,127,23.6,23.6,1.92
2019-04-10,,,coach_7501,block_7772,0,55,100,75,248,160,27.4,25,2.2
2019-04-11,,,coach_7505,block_7774,0,127,100,26,204,40,23,21.2,1.71
2019-04-11,,,coach_7501,block_7772,0,118.9,100,28,224,42,21.8,19.2,1.65
2019-04-11,,,coach_7504,block_7773,0,106.6,100,59,205,111,23.2,23.2,
2019-04-12,,,coach_7504,block_7772,0,120.1,100,37,206,68,23.2,22.8,1.9
2019-04-12,,,coach_7505,block_7774,0,127.3,100,31,190,49,21.2,21,1.84
2019-04-12,,,coach_7501,block_7773,0,83.6,100,53,171,87,19.2,19.4,1.78
2019-04-15,,,coach_7505,block_7772,0,119.3,100,42,183,71,21,21.4,
2019-04-15,,,coach_7504,block_7774,0,127.1,100,32,195,55,22.8,22.6,
2019-04-15,,,coach_7501,block_7773,0,83.7,100,54,187,94,21.2,21,
2019-04-16,,,coach_7505,block_7772,0,119.1,100,35,192,57,21.4,21.8,
2019-04-16,,,coach_7504,block_7774,0,129,100,37,200,67,22.6,22.6,
2019-04-17,,,coach_7505,block_7772,0,120.1,100,41,183,75,20.4,22.6,
2019-04-17,,,coach_7504,block_7774,0,126.8,100,42,200,78,22.6,22.8,
2019-04-17,,,coach_7501,block_7773,0,83.6,100,51,187,88,21,20.6,
2019-04-18,,,coach_7505,block_7772,0,119,100,40,204,70,22.4,21.6,
2019-04-18,,,coach_7504,block_7774,0,127.1,100,30,206,55,22.8,22.6,
2019-04-18,,,coach_7501,block_7773,0,83.2,100,47,180,82,20.6,20.2,
2019-04-19,,,coach_7505,block_7772,0,119,100,47,193,90,21.6,23.4,2.25
2019-04-19,,,coach_7504,block_7774,0,128,100,30,205,52,22.6,22.4,1.83
2019-04-19,,,coach_7501,block_7773,0,83.6,100,53,175,90,20.2,20.2,1.78
2019-04-22,,,coach_7505,block_7772,0,92,100,47,205,87,22.8,22.2,
2019-04-22,,,coach_7504,block_7774,0,126.6,100,30,195,52,22.4,22.2,
2019-04-22,,,coach_7501,block_7773,0,91.1,100,49,191,87,21,20.8,
2019-04-23,,,coach_7505,block_7772,0,154.8,100,11,202,15,22.2,21.4,1.74
2019-04-23,,,coach_7504,block_7774,0,126.9,100,33,199,59,22.2,22.2,1.9
2019-04-23,,,coach_7501,block_7773,0,84.8,97,47,186,82,20.8,20.8,1.68
2019-04-24,,,coach_7505,block_7772,0,119,100,27,193,44,21.4,20.8,1.63
2019-04-24,,,coach_7504,block_7774,0,129,100,31,203,50,22.2,20.8,1.87
2019-04-24,,,coach_7501,block_7773,0,84,100,48,194,86,22.8,20.6,1.61
2019-04-29,,,coach_7505,block_7772,0,119,100,38,180,64,20.8,20.6,1.91
2019-04-29,,,coach_7504,block_7774,0,129,100,32,180,53,21,21.8,1.89
2019-04-29,,,coach_7501,block_7773,0,84,100,53,184,90,20.6,20.4,1.78
2019-04-30,,,coach_7505,block_7772,0,119,100,33,182,55,20.6,21.6,1.77
2019-04-30,,,coach_7504,block_7774,0,128,100,33,195,53,21.8,20.6,1.91
2019-04-30,,,coach_7501,block_7773,0,84,100,52,183,90,20.4,20.4,1.75
2019-05-01,,,coach_7505,block_7772,0,119,100,35,182,57,20.6,20.8,1.83
2019-05-01,,,coach_7501,block_7774,0,106,100,42,185,72,20.4,20.6,1.83
2019-05-01,,,coach_7503,block_7773,0,84,96,47,197,90,23,22.8,1.71
2019-05-02,,,coach_7505,block_7772,0,119,100,36,183,60,20.8,20.8,1.85
2019-05-02,,,coach_7503,block_7774,0,129,100,31,212,56,22.8,22.8,1.87
2019-05-02,,,coach_7504,block_7773,0,84,100,53,198,93,21.6,21.2,1.78
2019-05-03,,,coach_7505,block_7772,0,119,100,31,183,51,20.8,20.8,1.72
2019-05-03,,,coach_7503,block_7774,0,128,100,30,209,51,22.8,20.8,1.83
2019-05-03,,,coach_7501,block_7773,0,84,100,49,185,83,20.6,20.4,1.65
2019-05-06,,,coach_7501,block_7772,0,106.2,100,36,180,58,20.2,20.4,
2019-05-06,,,coach_7502,block_7771,0,157.2,100,13,198,17,22,21.4,
2019-05-06,,,coach_7503,block_7774,0,126.8,100,34,188,56,20.8,21.2,
2019-05-06,,,coach_7504,block_7773,0,84.3,98,52,181,90,21.2,21.2,
2019-05-07,,,coach_7502,block_7771,0,158.3,100,12,196,17,21.4,21.4,1.8
2019-05-07,,,coach_7501,block_7772,0,120.3,100,37,190,61,20.4,20.4,1.89
2019-05-07,,,coach_7504,block_7774,0,128,100,40,184,75,21.2,24.2,2.13
2019-05-07,,,coach_7503,block_7773,0,84,100,52,194,91,21.2,20.8,1.75
2019-05-08,,,coach_7503,block_7771,0,159,100,16,192,24,20.8,21,1.89
2019-05-08,,,coach_7502,block_7772,0,109,100,59,189,73,21.2,21.2,1.78
2019-05-08,,,coach_7504,block_7774,0,128,100,38,207,71,24,23.8,2.06
2019-05-08,,,coach_7501,block_7773,0,84,81,29,143,45,20.4,20.4,1.61
2019-05-09,,,coach_7503,block_7771,0,159,100,22,196,36,21,21.4,2.03
2019-05-09,,,coach_7501,block_7772,0,120,100,40,184,68,20.4,20.6,2
2019-05-09,,,coach_7504,block_7774,0,129,100,32,207,52,23.8,21.4,1.9
2019-05-09,,,coach_7505,block_7773,0,85,100,52,181,68,20.8,20.8,1.77
2019-05-10,,,coach_7503,block_7771,0,158,100,17,193,27,21.4,21.4,1.9
2019-05-10,,,coach_7501,block_7772,0,120,100,40,185,63,20.6,20.6,2
2019-05-10,,,coach_7504,block_7774,0,128,100,28,186,43,21.4,20.2,1.7
2019-05-10,,,coach_7502,block_7773,0,85,96,45,184,79,21.2,21,1.7
2019-05-13,,,coach_7503,block_7771,0,158,100,11,193,15,21.4,21.2,1.78
2019-05-13,,,coach_7501,block_7772,0,120,100,41,185,68,20.6,20.6,2.03
2019-05-13,,,coach_7504,block_7774,0,128,100,26,173,40,20.2,20,1.72
2019-05-13,,,coach_7502,block_7773,0,84,94,41,175,70,20.8,20.6,1.58
2019-05-14,,,coach_7503,block_7771,0,158,100,20,195,31,21.2,21.4,1.98
2019-05-14,,,coach_7502,block_7772,0,120,100,42,180,71,20.6,20.8,2.07
2019-05-14,,,coach_7504,block_7774,0,128,100,40,174,68,20,21.4,2.13
2019-05-14,,,coach_7501,block_7773,0,84,100,52,175,88,20.6,20.6,1.77
2019-05-15,,,coach_7503,block_7771,0,158,100,18,197,27,21.4,21.4,1.93
2019-05-15,,,coach_7502,block_7772,0,119,100,40,189,69,20.8,21,1.98
2019-05-15,,,coach_7504,block_7774,0,128,100,37,186,62,21.4,21.8,2.03
2019-05-15,,,coach_7501,block_7773,0,85,100,57,180,97,20.6,20.6,1.98
2019-05-16,,,coach_7503,block_7771,0,158,100,18,198,27,21.4,21.4,1.92
2019-05-16,,,coach_7504,block_7774,0,79,100,65,194,110,21.8,21.8,2.26
2019-05-16,,,coach_7501,block_7773,0,84,100,59,180,113,20.6,23.4,2.05
2019-05-17,,,coach_7503,block_7771,0,158,100,12,191,15,21.4,21,1.79
2019-05-17,,,coach_7502,block_7772,0,119,99,35,182,58,21,21,1.85
2019-05-17,,,coach_7504,block_7774,0,79,99,62,182,103,21.6,21.6,2.13
2019-05-17,,,coach_7501,block_7773,0,85,99,54,205,100,22.6,22,1.88
2019-05-20,,,coach_7503,block_7771,0,159,99,13,239,20,27,24.6,1.85
2019-05-20,,,coach_7502,block_7772,0,119,100,31,185,51,21,20.8,1.72
2019-05-20,,,coach_7505,block_7774,0,129,99,26,176,39,20.6,20.6,1.74
2019-05-20,,,,block_7773,0,87,99,53,182,92,21.6,21.6,1.89
2019-05-21,,,coach_7503,block_7771,0,158,99,19,222,32,24.6,23.8,1.98
2019-05-21,,,coach_7502,block_7772,0,119,99,41,185,69,20.8,21,2.05
2019-05-21,,,coach_7501,block_7774,0,128,99,34,192,56,22,22.2,1.97
2019-05-21,,,coach_7504,block_7773,0,85,98,56,186,85,21.6,21.6,2.02
2019-05-22,,,coach_7505,block_7771,0,159,100,16,175,21,20.6,20.8,1.89
2019-05-22,,,coach_7503,block_7772,0,119,100,31,215,58,23.8,23,1.72
2019-05-22,,,coach_7502,block_7774,0,126,99,37,183,63,21,21.2,2.03
2019-05-22,,,coach_7501,block_7773,0,85,100,54,200,100,22.2,21.8,1.85
2019-05-23,,,coach_7503,block_7771,0,159,100,20,208,31,23,22.8,1.99
2019-05-23,,,coach_7504,block_7772,0,120,100,34,186,57,21.6,21.6,1.82
2019-05-23,,,coach_7505,block_7774,0,127,100,31,181,51,20.8,20.8,1.84
2019-05-23,,,coach_7502,block_7773,0,84,99,53,189,95,21.2,21.2,1.83
2019-05-24,,,coach_7503,block_7771,0,157,100,17,206,26,22.8,22.8,1.89
2019-05-24,,,coach_7504,block_7772,0,119,100,35,186,59,21.6,21.6,1.83
2019-05-24,,,coach_7505,block_7774,0,128,100,28,198,46,21.2,20.6,1.78
2019-05-24,,,coach_7501,block_7773,0,85,100,60,190,109,21.2,21.2,2.13
2019-05-28,,,coach_7502,block_7771,0,157,100,18,185,29,21.2,21.2,1.91
2019-05-28,,,coach_7503,block_7772,0,119,100,46,202,90,23.2,23.4,2.2
2019-05-28,,,coach_7504,block_7774,0,127,100,38,183,65,21.6,21.8,2.05
2019-05-29,,,coach_7503,block_7771,0,159,100,21,208,37,23.4,23.2,2.01
2019-05-29,,,coach_7502,block_7772,0,119,100,39,194,68,21.2,21.4,1.95
2019-05-29,,,coach_7504,block_7774,0,129,100,36,191,63,21.8,21.8,2.02
2019-05-29,,,coach_7505,block_7773,0,84,98,50,197,92,22.8,22.2,1.75
2019-05-30,,,coach_7504,block_7771,0,158,100,25,190,39,21.8,22,2.11
2019-05-30,,,coach_7502,block_7772,0,119,100,36,188,61,21.4,21.4,1.86
2019-05-30,,,coach_7505,block_7774,0,129,100,38,195,67,22.2,22.4,2.08
2019-05-30,,,coach_7503,block_7773,0,84,99,53,208,104,23.2,23.2,1.83
2019-05-31,,,coach_7504,block_7771,0,158,99,21,192,33,22,22.2,2.03
2019-05-31,,,coach_7502,block_7772,0,119,100,31,190,54,21.4,21.2,1.72
2019-05-31,,,coach_7505,block_7774,0,129,100,29,198,49,22.4,22.2,1.82
2019-05-31,,,coach_7503,block_7773,0,85,100,50,211,98,23.2,22.8,1.7
2019-06-03,,,coach_7502,block_7771,0,159,100,17,189,27,21.2,22,1.92
2019-06-03,,,coach_7503,block_7772,0,119,100,37,202,63,23.4,20.4,1.89
2019-06-03,,,coach_7504,block_7773,0,85,98,50,193,92,22.2,22,1.77
2019-06-04,,,coach_7503,block_7771,0,158,100,10,184,12,20.2,20.6,1.76
2019-06-04,,,coach_7502,block_7772,0,112,100,40,201,72,22,21.6,1.87
2019-06-04,,,coach_7504,block_7774,0,129,98,27,188,46,22,22,1.82
2019-06-05,,,coach_7502,block_7771,0,149,100,7,185,6,20.6,20.6,1.6
2019-06-05,,,coach_7503,block_7772,0,119,100,29,200,44,20.6,20,1.68
2019-06-05,,,coach_7504,block_7774,0,129,100,33,198,58,22,22,1.93
2019-06-06,,,coach_7503,block_7771,0,158,100,21,181,33,20,20.8,2
2019-06-06,,,coach_7502,block_7772,0,119,100,29,188,45,20.6,20.2,1.68
2019-06-06,,,coach_7504,block_7773,0,85,98,51,193,91,22,21.8,1.81
2019-06-07,,,coach_7503,block_7771,0,158,100,19,185,28,20.8,21,1.95
2019-06-07,,,coach_7502,block_7772,0,120,100,44,180,75,20.2,20.8,2.14
2019-06-07,,,coach_7504,block_7773,0,85,98,50,188,88,21.8,21.8,1.77
2019-06-10,,,coach_7503,block_7771,0,159,100,9,197,13,21.6,21.4,1.75
2019-06-10,,,coach_7502,block_7772,0,119,100,20,199,31,21.6,21,1.49
2019-06-10,,,coach_7504,block_7774,0,129,100,15,197,22,21.8,21.6,1.52
2019-06-11,,,coach_7502,block_7771,0,159,100,6,196,6,21,20.8,2.13
2019-06-11,,,coach_7503,block_7772,0,119,100,23,198,31,21.4,18.4,2.33
2019-06-12,,,coach_7502,block_7771,0,159,100,10,192,12,21,20.8,2.04
2019-06-12,,,coach_7504,block_7774,0,129,100,29,197,48,21.6,21.6,1.98
2019-06-12,,,coach_7503,block_7773,0,85,100,42,160,63,18.4,18,2.46
2019-06-13,,,coach_7502,block_7771,0,159,100,21,192,33,20.8,21,1.79
2019-06-13,,,coach_7505,block_7773,0,84,97,47,147,74,16.4,19.4,2.14
2019-06-14,,,coach_7503,block_7772,0,119,100,45,161,74,18,19.8,1.66
2019-06-14,,,coach_7502,block_7773,0,85,100,55,192,90,21,21,1.91
2019-06-17,,,coach_7503,block_7771,0,160,100,10,171,12,19.8,20.4,2.03
2019-06-17,,,coach_7502,block_7772,0,94,99,42,182,73,20.8,20.8,2.18
2019-06-17,,,coach_7505,block_7774,0,127,100,30,166,47,19.2,20.2,1.98
2019-06-18,,,coach_7502,block_7772,0,119,100,30,189,59,20.8,20.6,2.12
2019-06-18,,,coach_7505,block_7774,0,129,100,33,180,55,20.2,20.8,1.87
2019-06-18,,,coach_7501,block_7773,0,87,96,46,146,73,14.4,19.2,2.07
2019-06-19,,,coach_7502,block_7771,0,159,100,18,191,27,20.6,20.8,1.86
2019-06-19,,,coach_7501,block_7772,0,119,100,35,175,57,19.2,20.6,1.97
2019-06-19,,,coach_7505,block_7774,0,129,100,37,184,64,20.8,21.4,1.76
2019-06-20,,,coach_7503,block_7771,0,159,100,18,185,26,20.8,21,1.86
2019-06-20,,,coach_7502,block_7772,0,119,100,28,187,45,20.8,20.6,2.18
2019-06-20,,,coach_7505,block_7774,0,100,100,46,189,80,21.4,21.4,1.94
2019-06-20,,,coach_7501,block_7773,0,85,100,50,187,82,20.6,20.2,2.12
2019-06-21,,,coach_7502,block_7772,0,119,100,33,184,55,20.6,20.5,2.03
2019-06-21,,,coach_7505,block_7774,0,129,100,37,189,65,21.4,21.8,1.76
2019-06-24,,,coach_7503,block_7771,0,159,100,16,191,24,21.2,21.2,1.9
2019-06-24,,,coach_7502,block_7772,0,119,100,44,193,66,21.2,21.2,1.69
2019-06-24,,,coach_7505,block_7774,0,129,100,30,195,50,21.4,21.8,1.95
2019-06-24,,,coach_7501,block_7773,0,85,100,50,180,81,20.2,20,2.12
2019-06-25,,,coach_7502,block_7771,0,159,100,19,193,30,21.2,21.2,1.83
2019-06-25,,,coach_7503,block_7772,0,119,100,45,197,60,21.2,21.2,1.66
2019-06-25,,,coach_7505,block_7774,0,129,100,19,195,25,21.6,18.4,2.26
2019-06-26,,,coach_7502,block_7771,0,159,100,19,189,29,21.2,21.2,1.83
2019-06-26,,,coach_7505,block_7772,0,119,100,23,161,33,18.4,18.2,2.33
2019-06-26,,,coach_7501,block_7774,0,129,100,34,180,35,20,20.6,1.84
2019-06-26,,,coach_7503,block_7773,0,85,100,55,191,96,21.2,21.4,1.91
2019-06-27,,,coach_7502,block_7771,0,159,100,14,190,20,21.2,21.2,1.95
2019-06-27,,,coach_7501,block_7772,0,119,100,27,180,43,20.6,20.4,2.21
2019-06-27,,,coach_7505,block_7774,0,129,100,29,165,42,18.2,19,1.98
2019-06-27,,,coach_7503,block_7773,0,85,100,55,195,98,21.4,21.4,1.91
2019-06-28,,,coach_7502,block_7771,0,159,100,17,194,26,21.2,21.2,1.88
2019-06-28,,,coach_7501,block_7772,0,119,100,47,181,81,21.4,21.2,1.6
2019-06-28,,,coach_7505,block_7774,0,129,100,31,171,47,19,19.6,1.93
2019-07-01,,Avg,,block_7772,0,120,100,38,181,62,20.6,20.6,1.94
2019-07-01,,Opr_A,,block_7772,0,50,100,78,181,139,20.6,20.6,2.27
2019-07-01,,Opr_B,,block_7772,50,70,78,38,139,62,20.6,20.6,1.75
2019-07-01,,Avg,coach_7505,block_7774,0,129,100,35,188,56,21,21.2,
2019-07-01,com w/B,Opr_A,coach_7505,block_7774,0,75,100,63,188,113,21,21.2,
2019-07-01,,Opr_C,coach_7505,block_7774,75,54,63,35,113,56,21.2,21.2,
2019-07-02,,Avg,coach_7505,block_7771,0,122,100,17,192,26,21.2,20.6,1.47
2019-07-02,XB,Opr_A,coach_7505,block_7771,0,73,100,51,192,89,21.2,20.8,1.49
2019-07-02,Reg,Opr_B,coach_7505,block_7771,73,49,51,17,89,26,20.8,20.6,1.44
2019-07-02,,,coach_7503,block_7772,0,119,100,38,189,66,21.2,21.2,1.92
2019-07-02,XB,Opr_A,coach_7503,block_7772,0,50,100,76,189,141,21.2,21.2,2.08
2019-07-02,REG,Opr_B,coach_7503,block_7772,50,74,76,38,141,66,21.2,21.2,1.95
2019-07-02,,Avg,coach_7501,block_7774,0,134,100,34,185,56,20.6,21,2.03
2019-07-02,REG,Opr_A,coach_7501,block_7774,0,23,100,90,185,164,20.6,20.6,2.3
2019-07-02,XB,Opr_B,coach_7501,block_7774,23,55,90,61,164,109,20.6,20.8,1.9
2019-07-02,REG,Opr_C,coach_7501,block_7774,85,56,61,34,109,56,20.8,21,2.07
2019-07-02,,Avg,coach_7502,block_7773,0,85,100,65,191,118,21.2,21.2,2.43
2019-07-02,XB,Opr_A,coach_7502,block_7773,0,85,100,65,191,118,21.2,21.2,2.43
2019-07-03,,Avg,coach_7503,block_7772,0,119,100,33,192,56,21.2,21.2,1.78
2019-07-03,XB,Opr_A,coach_7503,block_7772,0,50,100,74,192,137,21.2,21.2,1.92
2019-07-03,REG,Opr_B,coach_7503,block_7772,50,69,74,33,136,56,21.2,21.2,1.68
2019-07-03,,Avg,coach_7502,block_7774,0,129,100,30,188,49,21.2,21.2,1.84
2019-07-03,REG,Opr_A,coach_7502,block_7774,0,23,100,88,188,164,21.2,21.2,1.92
2019-07-03,REG,Opr_B,coach_7502,block_7774,23,52,88,58,164,107,21.2,21.2,1.73
2019-07-03,REG,Opr_C,coach_7502,,52,54,58,30,107,49,21.2,21.2,1.93
2019-07-05,,Avg,coach_7501,block_7772,0,119,100,40,188,68,21.2,21.2,1.98
2019-07-05,XB,Opr_A,coach_7501,block_7772,0,50,100,76,188,138,21.2,21.2,2.08
2019-07-05,REG,Opr_B,coach_7501,block_7772,50,69,76,40,138,68,21.2,21.2,1.92
2019-07-05,,Avg,coach_7502,block_7774,0,129,100,27,190,45,21.2,21.2,1.77
2019-07-05,REG,Opr_A,coach_7502,block_7774,0,23,100,89,190,167,21.2,21.2,2.09
2019-07-05,REG,Opr_B,coach_7502,block_7774,23,52,89,57,167,102,21.2,21.2,1.63
2019-07-05,REG,Opr_C,coach_7502,block_7774,75,54,57,27,102,45,21.2,21.2,1.8
2019-07-05,,Avg,coach_7503,block_7773,0,85,100,58,192,107,21.2,21.2,2.02
2019-07-05,,Opr_A,coach_7503,block_7773,0,85,100,58,192,107,21.2,21.2,2.02
2019-07-08,,Avg,coach_7503,block_7771,0,158,100,16,190,22,21.2,21.4,1.88
2019-07-08,,Opr_A,coach_7503,block_7771,0,110,100,45,190,80,21.2,21.4,2
2019-07-08,,Opr_B,coach_7503,block_7771,110,48,45,16,80,22,21.4,21.4,1.66
2019-07-08,,Avg,coach_7502,block_7772,0,120,99,34,185,59,21.2,21.2,1.85
2019-07-08,,Opr_A,coach_7502,block_7772,0,50,99,73,185,134,21.2,21.2,1.92
2019-07-08,,Opr_B,coach_7502,block_7772,50,70,73,34,134,59,21.2,21.2,1.79
2019-07-09,,Avg,coach_7502,block_7771,0,159,100,15,188,22,21.2,21.2,1.87
2019-07-09,,Opr_A,coach_7502,block_7771,0,110,100,44,188,80,21.2,21.2,1.96
2019-07-09,,Opr_B,coach_7502,block_7771,110,49,44,15,80,22,21.2,21.2,1.69
2019-07-09,,Avg,coach_7503,block_7772,0,120,100,38,192,66,21.4,21.4,1.94
2019-07-09,,Opr_A,coach_7503,block_7772,0,50,100,73,192,136,21.4,21.4,1.85
2019-07-09,,Opr_B,coach_7503,block_7772,50,70,73,38,136,66,21.4,21.4,2
2019-07-10,,Avg,coach_7502,block_7771,0,158,100,19,191,29,21.2,21.2,1.95
2019-07-10,REG,Opr_A,coach_7502,block_7771,0,110,100,46,191,82,21.2,21.4,2.04
2019-07-10,REG,Opr_B,coach_7502,block_7771,110,48,46,19,82,29,21.4,21.2,1.78
2019-07-10,,Avg,coach_7503,block_7772,0,119,100,44,192,78,21.4,21.4,2.13
2019-07-10,XB,Opr_A,coach_7503,block_7772,0,50,100,78,192,144,21.4,21.4,2.27
2019-07-10,REG,Opr_B,coach_7503,block_7772,50,69,78,44,144,78,21.4,21.4,2.03
2019-07-10,,Avg,coach_7501,block_7774,0,128,100,31,194,52,21.4,21.4,1.86
2019-07-10,REG,Opr_A,coach_7501,block_7774,0,23,100,91,194,173,21.4,21.4,2.56
2019-07-10,REG,Opr_B,coach_7501,block_7774,23,53,91,62,173,114,21.4,21.4,1.83
2019-07-10,REG,Opr_C,coach_7501,block_7774,76,52,62,31,114,52,21.4,21.4,1.68
2019-07-10,,Avg,coach_7504,block_7773,0,86,100,48,170,74,19.2,18.8,1.65
2019-07-10,,Opr_A,coach_7504,block_7773,0,86,100,48,170,74,19.2,18.8,1.65
2019-07-11,,Avg,coach_7504,block_7771,0,159,100,18,167,25,18.8,20.4,1.94
2019-07-11,,Opr_A,coach_7504,block_7771,0,110,100,47,167,80,18.8,20.4,2.08
2019-07-11,,Opr_B,coach_7504,block_7771,110,49,47,18,80,25,20.4,20.4,1.69
2019-07-11,,Avg,coach_7503,block_7772,0,120,100,45,196,78,21.4,21.6,2.18
2019-07-11,,Opr_A,coach_7503,block_7772,0,49,100,76,196,143,21.4,21.4,2.04
2019-07-11,,Opr_B,coach_7503,block_7772,49,71,76,45,143,78,21.4,21.6,2.29
2019-07-11,,Avg,coach_7501,block_7774,0,128,100,30,195,50,21.4,21.4,1.83
2019-07-11,,Opr_A,coach_7501,block_7774,0,23,100,91,195,173,21.4,21.4,2.56
2019-07-11,,Opr_B,coach_7501,block_7774,23,53,91,60,173,115,21.4,21.4,1.71
2019-07-11,,Opr_C,coach_7501,block_7774,76,52,60,30,115,50,21.4,21.4,1.73
2019-07-12,,Avg,coach_7504,block_7771,0,159,100,16,184,24,20.4,20.8,1.89
2019-07-12,,Opr_A,coach_7504,block_7771,0,110,100,47,184,90,20.4,21,2.08
2019-07-12,,Opr_B,coach_7504,block_7771,110,49,47,16,90,24,21,20.8,1.58
2019-07-12,,Avg,coach_7503,block_7772,0,119,100,36,195,62,21.4,21.6,1.86
2019-07-12,,Opr_A,coach_7503,block_7772,0,50,100,75,195,145,21.4,21.6,2
2019-07-12,,Opr_B,coach_7503,block_7772,50,69,75,36,145,62,21.6,21.6,1.77
2019-07-12,,Avg,coach_7501,block_7774,0,129,100,30,196,47,21.4,21.4,1.84
2019-07-12,,Opr_A,coach_7501,block_7774,0,23,100,90,196,174,21.4,21.4,2.3
2019-07-12,,Opr_B,coach_7501,block_7774,23,53,90,60,174,114,21.4,21.4,1.77
2019-07-12,,Opr_C,coach_7501,block_7774,76,53,60,30,114,47,21.4,21.4,1.77
2019-07-15,,Avg,coach_7505,block_7771,0,164,100,12,189,15,20.8,21,1.86
2019-07-15,,Opr_A,coach_7505,block_7771,0,114,100,43,189,82,20.8,21,2
2019-07-15,,Opr_B,coach_7505,block_7771,114,50,43,12,82,15,21,21,1.61
2019-07-15,,Avg,coach_7503,block_7772,0,122,100,38,195,67,21.6,21.6,1.97
2019-07-15,,Opr_A,coach_7503,block_7772,0,51,100,78,195,149,21.6,21.6,2.32
2019-07-15,,Opr_B,coach_7503,block_7772,51,71,78,38,149,67,21.6,21.6,1.78
2019-07-15,,Avg,coach_7501,block_7774,0,136,100,23,188,38,21.4,21.4,1.77
2019-07-15,,Opr_A,coach_7501,block_7774,0,25,100,89,188,168,21.4,21.4,2.27
2019-07-15,,Opr_B,coach_7501,block_7774,25,54,89,56,168,109,21.4,21.4,1.64
2019-07-15,,Opr_C,coach_7501,block_7774,80,57,56,23,104,38,21.4,21.4,1.73
2019-07-15,,Avg,coach_7504,block_7773,0,86,100,50,200,91,22.2,22,1.72
2019-07-15,,Opr_A,coach_7504,block_7773,0,86,100,50,200,91,22.2,22,1.72
2019-07-16,,Avg,coach_7504,block_7771,0,166,100,15,198,23,22,22,1.95
2019-07-16,,Opr_A,coach_7504,block_7771,0,116,100,42,198,75,22,22,2
2019-07-16,,Opr_B,coach_7504,block_7771,116,50,42,15,75,23,22,22,1.85
2019-07-16,,Avg,coach_7505,block_7772,0,125,100,38,189,65,21,21.2,2.02
2019-07-16,,Opr_A,coach_7505,block_7772,0,52,100,81,189,150,21,21.2,2.74
2019-07-16,,Opr_B,coach_7505,block_7772,52,73,81,38,150,65,21.2,21.2,1.7
2019-07-16,,Avg,coach_7503,block_7774,0,134,100,26,193,43,21.6,21.6,1.81
2019-07-16,,Opr_A,coach_7503,block_7774,0,24,100,89,193,170,21.6,21.6,2.18
2019-07-16,,Opr_B,coach_7503,block_7774,24,52,89,55,170,100,21.6,21.6,1.53
2019-07-16,,Opr_C,coach_7503,block_7774,77,53,55,26,100,43,21.6,21.6,1.83
2019-07-17,,Avg,coach_7503,block_7771,0,113,100,40,195,71,21.6,21.6,1.88
2019-07-17,,Avg,coach_7501,block_7772,0,77,100,55,188,100,21.2,21.2,1.71
2019-07-17,,Opr_B,coach_7501,block_7772,0,77,100,55,188,100,21.2,21.2,1.71
2019-07-18,,Avg,coach_7503,block_7772,0,119,100,36,195,62,21.6,21.6,1.86
2019-07-18,,Opr_A,coach_7503,block_7772,0,50,100,79,195,145,21.6,21.6,2.38
2019-07-18,,Opr_B,coach_7503,block_7772,50,69,79,36,145,62,21.6,21.6,1.6
2019-07-19,,Avg,coach_7501,block_7771,0,160,100,18,192,29,21.4,21.4,1.95
2019-07-19,,Opr_A,coach_7501,block_7771,0,110,100,47,192,85,21.4,21.4,2.08
2019-07-19,,Opr_B,coach_7501,block_7771,110,50,47,18,85,29,21.4,21.4,1.72
2019-07-22,,Avg,coach_7503,block_7771,0,159,100,15,195,25,21.6,21.6,1.87
2019-07-22,,Opr_A,coach_7503,block_7771,0,110,100,46,195,84,21.6,21.6,2.04
2019-07-22,,Opr_B,coach_7503,block_7771,110,49,46,15,84,25,21.6,21.6,1.58
2019-07-22,,Avg,coach_7501,block_7772,0,119,100,30,191,31,21.4,21.4,1.7
2019-07-22,,Opr_A,coach_7501,block_7772,0,50,100,78,191,147,21.4,21.4,2.27
2019-07-22,,Opr_B,coach_7501,block_7772,50,69,78,30,147,31,21.4,21.4,1.44
2019-07-23,,Avg,coach_7503,block_7771,0,159,100,18,195,33,21.6,21.6,1.94
2019-07-23,,Opr_A,coach_7503,block_7771,0,110,100,46,195,84,21.6,21.6,2.04
2019-07-23,,Opr_B,coach_7503,block_7771,110,49,46,18,84,33,21.6,21.6,1.75
2019-07-23,,Avg,coach_7501,block_7772,0,119,100,36,191,60,21.4,21.4,1.86
2019-07-23,,Opr_A,coach_7501,block_7772,0,50,100,78,191,147,21.4,21.4,2.27
2019-07-23,,Opr_B,coach_7501,block_7772,50,69,78,36,147,60,21.4,21.4,1.64
2019-07-23,,Avg,coach_7502,block_7773,0,85,100,52,193,93,21.2,21.2,1.77
2019-07-23,,Opr_A,coach_7502,block_7773,0,85,100,52,193,93,21.2,21.2,1.77
2019-07-24,,Avg,coach_7505,block_7771,0,100,100,41,154,54,17.4,19,1.69
